id,Library,month,text,num of likes,num of comments,num of shares,image,Video,shared,outgoing link
1783,212,,"Don't forget our Poultney Public Library fundraiser at Lake St. Catherine Country Club's Fairways Restaurant & Tavern on Monday, August 31 from 4-8pm. Pick up a coupon at the library or print this photo. Present the coupon to your server when you dine at Fairways on 8/31 between 4 and 8pm, the library will get 15% of your purchase total as a donation for the building project.",1,1,1,1,0,0,0
1784,212,8,,0,0,0,1,0,0,0
1785,212,8,We may need to add a hitching post to our library building plans! smile emoticon,76,17,1,1,0,0,0
1786,212,8,"August 21, 2015 from 6-8pm. A silent auction featuring original art and prints, collectible and antiquarian books, a dessert sale and live music! All proceeds benefit the Poultney Public Library Building Project.",15,2,15,1,0,0,0
1787,212,8,"Racheal and Olivia are ready for the Art Silent Auction this Friday, are you? (The painting by Joe King and the carved slate by Kerry Furlani are both auction pieces.)",7,0,0,1,0,0,0
1788,212,8,"August 21, 2015 from 6-8pm. A silent auction featuring original art and prints, collectible and antiquarian books, a dessert sale and live music! All proceeds benefit the Poultney Public Library Building Project.",15,2,15,1,0,0,0
1789,212,8,"August 21, 2015 from 6-8pm. A silent auction featuring original art and prints, collectible and antiquarian books, a dessert sale and live music! All proceeds benefit the Poultney Public Library Building Project.",15,2,15,1,0,0,0
1790,212,8,"August 21, 2015 from 6-8pm. A silent auction featuring original art and prints, collectible and antiquarian books, a dessert sale and live music! All proceeds benefit the Poultney Public Library Building Project.",15,2,15,1,0,0,0
1791,212,8,"August 21, 2015 from 6-8pm. A silent auction featuring original art and prints, collectible and antiquarian books, a dessert sale and live music! All proceeds benefit the Poultney Public Library Building Project.",15,2,15,1,0,0,0
1792,212,8,"August 21, 2015 from 6-8pm. A silent auction featuring original art and prints, collectible and antiquarian books, a dessert sale and live music! All proceeds benefit the Poultney Public Library Building Project.",15,2,15,1,0,0,0
1793,212,8,"August 21, 2015 from 6-8pm. A silent auction featuring original art and prints, collectible and antiquarian books, a dessert sale and live music! All proceeds benefit the Poultney Public Library Building Project.",15,2,15,1,0,0,0
1794,212,8,"Dog program at the Poultney Public Library on Thursday, August 13 at 7pm.",6,0,1,1,0,0,0
1795,212,8,"Art and Book Auction. August 4, 2015 ﹞ August 21, 2015 from 6-8pm. A silent auction featuring original art and prints, collectible and antiquarian books, a dessert sale and live music! All proceeds benefit the Poultney Public Library Building Project.",15,2,15,1,0,0,0
1796,212,8,"August 21, 2015 from 6-8pm. A silent auction featuring original art and prints, collectible and antiquarian books, a dessert sale and live music! All proceeds benefit the Poultney Public Library Building Project.",15,2,15,1,0,0,0
1797,212,8,Please share!,2,0,2,1,0,0,0
1798,212,7,"DON'T FORGET THAT CLIiF IS COMING ON THURSDAY! Marv Klassen-Landis will be here for a storytelling presentation at 1pm. Following the presentation, each child in attendance from birth to age 14 will be able to choose 2 brand new books to keep from a wide selection provided by CLiF!",2,0,1,1,0,0,0
1799,212,7,"Call to local Artists- The capital campaign for the Poultney Public Library is underway! We have planned an arts fundraiser for this summer. This fundraiser will include live music, art demonstrations, an art and rare book silent auction, and a dessert sale. We are hoping you will contribute a piece of art for our Art and Rare Book Silent Auction to be held on August 21, 2015 from 6-8pm. The library has enjoyed many collaborative events with the local art community, and we are looking forward to more joint programs and displays once the library expands! Any questions please stop by the library or give us a call at 802-287-5556.",4,0,1,1,0,0,0
1800,212,7,"This summer from June first to September first, ninety-nine Vermont public and academic libraries will be handing out passports and encouraging patrons to visit some of Vermont's unique, beautiful and creative libraries. You can pick up your passport at the Poultney Public Library! Local libraries will offer passport stamps. The adult, young adult, and child from Poultney Public Library that visit the most libraries will receive a gift certificate for a free pound of fudge at The Original Vermont Store. Three patrons statewide (adult, young adult, child) will receive Vermont Library Ambassador awards for visiting the most libraries and a copy of the classic book on Vermont's libraries Where the Books Are a book about the history and architecture of Vermont's public libraries by Pat Belding.",0,0,1,1,0,0,0
1801,212,7,2015- 7th Annual Stuffed Animal Sleepover.,14,4,0,1,0,0,0
1802,212,7,"Look what was in our book return this morning! His name is Carle. Carle's owner will be out of town for the week, so he came a little early for the Stuffed Animal Sleepover! smile emoticon Don't forget to drop off your stuffed animal this Friday, July 17. Come back at 9am on Saturday, July 18 to have breakfast at the library, pick up your friend, and watch a slideshow of what they did over night.",13,4,1,1,0,0,0
1803,212,7,"Don't forget, tonight is the MWA All Night Bingo in Wells to support the Poultney Public Library Building Project!",1,0,1,0,0,0,0
1804,212,,"Thank you to all of our trustees, staff, volunteers, and shoppers for a fantastic Book Sale! We made $1,853.50 at our sale on Friday, July 3. We had huge amounts of donated books, and have lots left over. We have two carts of individually priced books that we will continue to sell throughout the summer. We have lots of leftover kids and teen books that we will be selling for $1/bag for the next week or two. There are also three boxes of movies, computer games, and audio books still left. I have put those outside for FREE so come grab them while they last! The rest of our leftovers will be sent to Better World Books. They will sell them for us online. We will get a portion of the proceeds from those sales, and a portion will also go towards supporting literacy charities. Thanks again for a wonderful day! (Here is a picture of Denise and Olivia putting together all the boxes we use to ship out books to Better World Books.)",18,2,2,1,0,0,0
1805,212,7,"Don't forget that tomorrow is BOOK SALE! We will be set up in front of the Brass Butterfly, rain or shine. The sale goes from 8am to 4pm. Starting at 2pm we will have a bag sale, all regular priced books and movies will be $2 per bag! Come early to get first pick, come back after 2pm for the bag sale!",1,0,1,1,0,0,0
1747,211,10,All Hallow's Read Give a book for Halloween.,1,0,0,1,0,1,1
1748,211,10,Today's Lincoln County Library District Board meeting has been cancelled because of a lack of a quorum. We are rescheduling and will post the new day and time here.,0,0,0,0,0,0,0
1749,211,10,"The Lincoln County Dispatch's photo. October 13, 2015 ﹞ See what is happening at the Newport Public Library. Reading Circle to Discuss ※Unbroken§ at the Newport Public Library Details here: http://www.lincolncountydispatch.com/＃/5750-reading-circle-",3,0,0,1,0,1,1
1750,211,10,Paramount Releases Over 100 Free Movies on YouTube MENTALFLOSS.COM,0,0,0,1,0,1,1
1751,211,10,"The Reading Room's photo. The Reading RoomLike Page October 5, 2015 ﹞ LOL. wink emoticon (Source: http://bit.ly/1KcP4CP.)",2,0,0,1,0,1,1
1752,211,10,"Library as Incubator Project 25 Things That Would Happen If Book Lovers Ruled the World What would the world look like if book lovers were in charge? We asked you on Facebook and Twitter, and after reading your answers, we're ready to live...",1,0,0,1,0,1,1
1753,211,10,,8,0,0,1,0,0,0
1754,211,9,Goodwill Librarian's photo.,13,0,0,1,0,0,0
1755,211,9,Banned Books Week: Oregon's most controversial books Here are the top 6 books challenged in Oregon according to the annual reports of the Oregon Intellectual Freedom Clearinghouse.,2,0,0,1,0,1,1
1756,211,9,The libraries are closed today but there are online resources available. Please find out more by checking your library's website.,0,0,0,1,0,0,0
1757,211,9,20 Quotes From Children＊s Books Every Adult Should Know Here's some of the best quotes from books we used to read.,2,0,0,1,0,1,1
1758,211,9,,4,0,0,1,0,0,1
1759,211,9,,0,0,0,1,0,0,0
1760,211,8,Those of us not in Waldport really missed out. Family Fun Night Trucks @ Work Event!!,0,0,0,1,0,1,0
1761,211,8,"Library Journal Like Page August 24, 2015 One picture is worth a thousand words. ?#?publiclibraries? CREDIT: Chris OBrion - http://chrisobrion.com",2,0,0,0,0,0,0
1762,211,8,Cultivating Literacy: Why You Should Read Aloud to Your Kids Reading aloud to your children could lead to a lifetime of linguistic success!,0,0,0,1,0,1,1
1763,211,8,Goodwill Librarian's photo.,1,0,0,1,0,1,0
1764,211,8,,0,0,0,1,0,0,0
1765,211,8,The Summer Reading programs in Lincoln County libraries this week feature Teatro Calamari. Please check with your library for more information. http://www.teatrocalamari.com/,0,0,0,1,0,0,1
1766,211,8,Fun at the Waldport Public Library.,1,0,0,1,0,0,0
1767,211,7,"The Lincoln County Library District courier van might have problems getting your materials to and from the Driftwood Public Library (Lincoln City) today. We'll do our best but some items might not get delivered to your library until Monday. The Lincoln County Dispatch July 31, 2015 ﹞ Hwy 101 Closure ODOT has reported a crash affecting both lanes of Highway 101 at Milepost 121, three miles north of Lincoln Beach. Delays may last for up to two hours. For updates check www.tripcheck.com",1,1,0,0,0,0,0
1768,211,7,It's going to be buggy at the public libraries in Lincoln County. Hope you are able to join the fun. Details here:,211,0,1,1,0,0,1
1769,211,7,"Governor Kate Brown has declared drought in 23 of Oregon's 36 counties. This widespread water shortage is due to record-breaking low snowpack levels, high temperatures, and significantly low stream flows in many parts of the state. Of course, Lincoln County is not one of the 23 counties where a drought has been declared but that doesn't mean we have a lot of water. http://www.oregon.gov/owrd/Pages/wr/drought.aspx＃",0,0,0,1,0,1,1
1770,211,7,"For Reading Addicts July 25, 2015 ﹞ Love Seuss! heart emoticon",3,0,0,1,0,0,0
1771,211,7,"9 Shel Silverstein Quotes To Get You Through Today Each of Shel Silverstein's poems, in it's own special way, taught us that the world is what we make of it. In honor of Literacy Month, here are a few of his most powerful quotes.",7,0,0,1,0,0,0
1772,211,7,"The Muppets July 3, 2015 ﹞ We are thrilled, proud, and pretty much forced to present a special Independence Day message from Sam Eagle:",0,0,0,0,1,0,0
1773,211,7,The libraries are closed today. Have a happy 4th of July.,0,0,0,1,0,0,0
1742,159,10,"HEADS UP! The NHHC brochure lists the Bartlett Public Library as the location for a 10/28 1B1V event, Spirit of Place. This event will take place at the Cook Memorial Library in Tamworth at 7:00.",0,0,0,0,0,0,0
1743,159,9,"A HISTORY OF NATIVE BURIAL LOOTING, DESTRUCTION & PROTECTION IN NH October 6th, Tuesday at 7:00 in the Community Room Please join us for this One Book One Valley Event sponsored by the New Hampshire Humanities Council. John and Donna Moody explore the history of burial and site destruction, repatriation, and site protection in the Granite State.",0,0,0,1,0,0,0
1744,159,7,"Summer Reading Program Event! Trooper Sharon Kopp will be in July 28th 10am to give a K-9 presentation with Porsche the bomb-sniffing dog. Come to BPL on Tuesdays throughout July for our summer reading program and grab a ""Summer Reading Bingo Sheet""",0,0,0,1,0,0,0
1745,159,7,A BIG BIG THANK YOU to all of the library friends and helpers who baked delicious treats for our bake sale and contributed time and effort to organize books for the annual sale - we couldn't do it without you!,0,0,0,0,0,0,0
1746,159,7,"SUMMER READING PROGRAM 2015 ""Every Hero Has a Story"" this summer at the Bartlett Public Library. Grab your cape and favorite books and join us for the BPL's summer reading program. Events will be held weekly to celebrate our heroes as well as reading! Activities will be hero- themed and designed to promote literacy. Defeat the ""summer slide"" by reading and earn prizes by playing our Summer Reading BINGO. Summer Reading BINGO logs will be available throughout the duration of the program. No registration is required. Tuesdays, July 7th- August 4th 9:30 Story time program for children ages 0-5 and their caregivers 10:00 School-aged program for students in grades K-6 August 4th 10:00 am Don't Miss out on out on our final celebration brought to us by the Children's Museum of New Hampshire: High Flying Heroes! ""How does flight work? Who are the pioneering high-flying heroes in the history of aviation? Why does a kite fly through the air? These questions and more will be answered in this summer's library outreach program! A museum educator will lead children in a one-hour hands-on workshop filled with exciting science concepts and demonstrations. Watch as a real Bernoulli blower makes objects hover in the air ... build and test paper flying contraptions ... and make a lunch sack kite to take home and fly!"" -taken from childrens-museum.org",0,0,0,1,0,0,0
1730,158,10,"November 21, come and enjoy card making class. $20.00 for 15 cards. There are 3 different styles. Sign up soon!!",2,0,0,1,0,0,0
1731,158,10,November 2-23 Pampered Chef Book Party.,1,0,0,1,0,0,0
1732,158,10,November 9th Sign up to create a Fall Centerpiece. Cost is $20.00,2,0,0,1,0,0,0
1733,158,10,October up coming Events: Oct. 19th thru the 23 is Teen Week stop in for prizes and contest!! Grades 6 to 12! Oct. 19 is Patron Appreciation day! 10 to 12 we will have donuts and coffee 12 to 5 snacks 5 to 8 hot dogs and chips! Prizes and gifts Oct. 23 Family Fun Movie night!! From 7 to 9 ! Come dressed in Costume and watch Casper!!,4,1,0,0,0,0,0
1735,158,9,,1,0,0,0,0,0,0
1736,158,9,September 26th at 10 AM is the Card making Class. Sign up today !! The cost is $5.00.( The class will provide you with 3 all occasion cards),1,0,0,0,0,0,0
1737,158,9,"Congrats to Grace Webster!! She won the Nicholas Sparks contest! The prize is ""THE NOTEBOOK"" book and movie!!!",3,2,0,1,0,0,0
1738,158,9,,3,1,0,1,0,0,0
1739,158,9,SEPTEMBER IS LIBRARY SIGN-UP MONTH!! For the month of September every new patron will get a special treat when they sign up for a new library card!! Also put your name in a drawing to win a GIANT candy bar!! Remember your first library card is FREE!!!,1,0,0,0,0,0,0
1740,158,9,"STORY TIME IS BACK!! Tonight at 6:30 Story Time tonight will be listening to ""Old Mac Donald had a Dragon""",0,0,0,0,0,0,0
1741,158,7,"Ann Charles is coming in 2 days!!! Wednesday, July 15 from 5-8 p.m. she will be here at the library to sign books. Don't miss out on this opportunity to meet our local author.",0,0,0,0,0,0,0
1700,157,10,Halloween fun,1,0,0,1,0,1,1
1701,157,10,"Halloween activities tomorrow at the library We will be decorating cookies, making pats and skeleton faces. Come join in the delicious fun from 3:30 to 5:30.",2,0,0,0,0,0,0
1702,157,10,Movie on Saturday Tomorrowland a Disney film for the family. Saturday from 2:05 - 4:15 Come enjoy a movie and some free popcorn.,0,0,0,0,0,0,0
1703,157,10,"Reminder that we are having a Job Now workshop at 11:30 on Wednesday Oct 21. If you want to learn how to write a better resume, cover letter or gain improved interview skills, stop in on Wed and check out Job Now on our resource page.",0,0,0,0,0,0,0
1704,157,10,"Check out our Oral History Workshop storyteller and join us on Saturday from 2-4 for a great workshop learning how to share our heritage. This interactive program is ideal for conferences, church groups, clubs, libraries, and retirees. Many techniques are given for gathering and sharing family stories that reveal Aha! moments about who we are and what our family gifts and curses are. Using family photos, artifacts, and songs to get the juices flowing, many workshop participants experience epiphanies and connect with their families and communities in a new and enriched way.",0,0,0,0,0,0,0
1705,157,10,See you today as we try to win an Author visit for our community! Tell us what you are waiting for and help us spread the word. See you at 1:30,1,0,0,0,0,0,0
1706,157,10,"Don't forget to join us tomorrow as we try to win an author visit from Kevin Henkes. We will be drawing what we are waiting for just like the characters in his new book, Waiting. We also have a memory card game for younger readers. Join us at 1:30 for drawing and stay for the photo at 2:15. All are welcome. Our display will be up this week for everyone to see and Enjoy. See you tomorrow",1,0,0,0,0,0,0
1707,157,9,Come join us on Saturday Oct 3 to help us win an author visit!! Kevin Henkes new book is Waiting and we are going to share what we are waiting for. (A new library) Join us for a fun activity and photo in front of our building from 1:30 - 2:30. Call the Library for more info.,3,0,0,0,0,0,0
1708,157,9,Don't forget Bill Ryall will be at the library Saturday to share his knowledge about taking a great photo! If you haven't signed up it's not too late. Don't miss out on this great lecture. 2:00 - 4:00,1,0,0,0,0,0,0
1709,157,9,"Next Saturday at the Worcester Library, Bill Ryall will be conducting a workshop on Photography at 2:00 pm. don't miss this great lecture on designing a better photograph. Sign up at the library All are welcome",1,0,0,0,0,0,0
1710,157,8,,16,0,0,1,0,1,1
1711,157,8,"Thanks for participating in Summer Reading Program this year. We had a lot of fun reading about heroes. Readers who reported their reading to me, read over 700 pages this summer, and attended 20 programs. They also enjoyed learning about Alpacas, Robotics, Magic, and Rocks and Minerals. We hope you all had as much fun as we did!!!!",4,0,0,1,0,0,0
1712,157,8,Tomorrow is our Summer Reading Program Awards program and we hope to see everyone who participated. We will begin with a few super hero activities at 5:30 and Robert will be bringing his butterflies to paint again. At 6:00 we will be giving out awards and prizes and ending with ice cream cones. Don't miss this fun event. It is not too late to turn in your reading records so we can calculate all those pages read. See you at the library,2,0,0,0,0,0,0
1713,157,8,Don't forget to come join us tomorrow for our Scavenger Hunt! It will start around 10 in the morning and end at 2!!! Everyone is welcome to come! It will be fun:),0,0,0,0,0,0,0
1714,157,7,"Here are some pictures from last night with the ""Dirtmeister!"" We had a lot of fun!",2,0,0,0,0,0,0
1715,157,7,"Come join us this Friday, we will be having tech at the library from 12-1! We will be doing wordle, Marvel Comics and Animoto videos. Come enjoy them all!!!",0,0,0,0,0,0,0
1716,157,7,"TONIGHT, 6pm, The DIRTMEISTER will be here, join us for some fun!",0,0,0,0,0,0,0
1717,157,7,"Also, don't forget dirtmeister is coming back again! So come join us at 6 p.m. tomorrow night! It will be fun! Everyone is welcome to come!",0,0,0,0,0,0,0
1718,157,7,The kids had a lot of fun making superhero capes and masks this morning during story hour! Don't they look cool?,8,0,0,1,0,0,0
1719,157,7,"The Summer Reading Program is half over with already. This week come in and report your progress, tell us how much you have read and the amount of time you read a day! Turn in your pages, for an awesome prize that you will get too choose! Let us know how your progressing towards your goal. Just for reporting to us, you can choose a prize from the prize box! Don't forget we still have some great programs, so come join us. Also, check out our web page for more details on events!",0,0,0,0,0,0,0
1720,157,7,We had a great time with Magician James Warren last night! he entertained young and old people with his wonderful magic! Thanks to all the people who came! Here are some pictures from last night!,6,0,0,1,0,0,0
1721,157,7,"Don't forget to come join us tonight, (Wednesday, July 22) at 6:00 p.m. for a very fun Magic Show with James Warren! Come watch Pinocchio's nose grow, and visit wonderland through a mirror! It will be a lot of fun, and audience participation! It is FREE ADMISSION! Every one is welcome to come! This show is sponsored by the Worcester Free Library, but it will be held in the Wieting Theater. So Come and Have Fun!",1,0,0,0,0,0,0
1722,157,7,"Don't forget to come join us tomorrow night (Wednesday, July 22) at 6:00 p.m. for a very fun Magic Show with James Warren! Come watch Pinocchio's nose grow, and visit wonderland through a mirror! It will be a lot of fun, and audience participation! It is FREE ADMISSION! Every one is welcome to come! This show is sponsored by the Worcester Free Library, but it will be held in the Wieting Theater. So Come and Have Fun!",0,0,0,0,0,0,0
1724,157,7,Please don't forget to come to the Worcester Free Library today for our tech program at 12pm. We are making animoto videos.,1,0,0,0,0,0,0
1725,157,7,Don' forget to come to the library tonight at 6:00 and make wooden butterflies with Bob McNamara after listening to a story and looking at many different types of butterflies. See you there!!!,0,0,0,0,0,0,0
1726,157,7,The topic for this week is Super Heroes Training Camp. You all know we are not open Sunday!,0,0,0,0,0,0,0
1727,157,7,"We had a great time at the Lego Robotics last night. If you have not signed up for the summer reading program yet, come sign up! Its a lot of fun! This Sunday we have Super Heroes Training Camp with lots of fun and creative activities to do! Also, this Wednesday, we are doing butterflies with Robert McNamara. he's going to share his knowledge of butterflies with our readers and all of the kids will be able to create their own butterflies. Come join!!! It will be a lot of fun. smile emoticon",0,0,0,0,0,0,0
1728,157,7,Kopernik Observatory presents Lego Robotics at the library on Wednesday at 6:00. Sign up at the library.,0,0,0,0,0,0,0
1691,156,10,Book fair test,1,0,0,0,0,0,0
1692,156,10,"Scholastic Book Fair going on now! During regular Library hours, until October 20th. Remember we are open until 7:00PM on Mondays and Wednesdays!! Stop in lots of new titles and many on sale.",0,0,0,0,0,0,0
1693,156,10,Bake & Book Sale still going on Saturday from 10:00 Am until 2:00 PM freewill donation! Lots of books and Goodies.,0,0,0,0,0,1,0
1694,156,9,Bake & Book Sale still going on Saturday from 10:00 Am until 2:00 PM freewill donation! Lots of books and Goodies.,1,0,1,0,0,0,0
1695,156,9,"Finally found time to update FB page, sorry about that! We have a lot going on at the Library this time of year. Courtney will be going to the Shellsburg school to read for the preschool classes again this year. The Friends of the Library group are having a "" Book & Bake Sale"" this month. September 25 & 26th 2-6 PM on Friday and 10 - 2 Pm on Saturday. We have MANY books for sale! Baked goods from our patrons and staff. We now have a charging station for your phones, tablets etc. Stop in and check out our new releases!",2,0,0,0,0,0,0
1696,156,8,The Shellsburg Library is once again offering an amnesty week for overdue materials and fines. If you have fines prior to January 1 2013 they can be forgiven. With a donation of an item for the food bank. If you have over due materials return them with no fine. You must come in person and speak with Julie K. If you have fines that are from after Jan 1 2013 come in and we can make some arrangements. Thank you LikeComm,1,0,0,0,0,0,0
1697,156,8,After reviewing the results of our community survey last spring we are answering your request! We are changing our hours. During the months of August and September. Mondays and Wednesdays we will still be open 10-12 am afternoon on these two days will be 3-7 Pm . Being open later at night was a frequent requests.,4,0,0,0,0,0,0
1698,156,7,Wednesday July 22 is the last day for Summer reading 2015. I hope all the kids have found the Hero in themselves and others. It's always a good time with the kids no matter what were doing!,4,0,0,0,0,0,0
1699,156,7,"Shellsburg is once again hosting RAGBRAI this July 23! Be sure and sign up to volunteer, it takes a lot of people to make it a great experience for the riders and we want them to remember Shellsburg! The following link is to sign up to help, http://vols.pt/eBaikt the second link is to the RAGBRAI email if you have questions page. ragbraishellsburg2015@gmail.com Come help out it's a good time.",2,0,2,1,0,1,1
1175,155,9,"Join us this Saturday, September 19, 2015 from 11:30 am - 12:15 pm in the Beaverton City Library Auditorium for Vellamo, a Finnish Folk Concert. Vellamo is the performing and songwriting team of Pia Leinonen and Joni Tiala. Their music is characterized by haunting melodies, Pia's ethereal lead vocals and Joni's virtuosic guitar stylings. They write instantly memorable songs in English as well as their native Finnish, and also perform traditional ballads from the Finnish, Celtic and Scandinavian folk traditions. This event is free and open to the public.",6,0,0,1,0,0,0
1675,155,10,"We no longer need a chocolate fountain. Thanks! National Chocolate Day celebration on Wednesday, October 28 starting at 1:00 pm. Samples, trivia, history...",2,0,0,0,0,0,0
1676,155,10,Does anybody know where we can get a chocolate fountain to borrow for National Chocolate Day on October 28?,1,0,0,0,0,0,0
1677,155,10,"Saturday, October 24 at 12:30: Do you love to color? Do you love to paint? Local artists Nancy and Amy Lucas from the 321 Art Studio will guide artists through the step-by-step process to create a Minnesota autumn landscape with Neocolor crayons and then transform the drawing into a water color style painting with a bit of water. This family program is fun for all ages. Preschool age children will need the help of a parent or grandparent while those older will enjoy the opportunity to learn basic drawing techniques and color blending. Then use what you have learned to create your own masterpiece",1,0,0,0,0,0,0
1678,155,10,"Reminder: Wednesday, October 14 at 1:30 pm: Arna Rennan＊s songs span from ballads of the middle ages, stev, broadsides, hymns and dance tunes. She also plays the langeleik (relative of the dolcimer), seljefloeyte (overtone flute) and piano accordion. Her Music of the Immigrant program is a program for adult audiences that shares songs about immigration, longing for their homeland, as well as vaudeville comedy tunes with mixed language and music.",1,0,0,0,0,0,0
1679,155,10,Come to the library and de-stress as we color inside and outside of the lines! (Adults only) Watch for more information.,6,0,0,1,0,1,1
1680,155,10,"Arna Rennan will be presenting her ※Music of the Immigrant - What they Left, What they Found, Norwegian Traditions they Keep§ Wednesday, October 14 at 1:30 pm.",2,0,0,1,0,0,0
1681,155,9,The Crazy 8's Math Club is full. We are taking names on an alternate list and will call these kids first if we do a second session this winter. Thank you for all the interest!,2,0,0,0,0,0,0
1682,155,9,"Free program for up to 12 kids so sign up soon! A snack will be provided and there is a bus that stops by the library. This will be an active, and probably loud program the kids will love! They will get to keep many of the items used, such as stop watches, tape measures, glow sticks, etc. (This will be one hour, one day per week, for eight weeks.)",2,1,0,1,0,0,0
1683,155,9,Here are the answers to Name That Book: http://hoytlakes.lib.mn.us/html/information-newsletter.html,3,0,0,1,0,1,1
1684,155,9,Name That Book display at the Mesabi East Back to School Fair today from 5:00 to 7:30.,4,0,1,1,0,0,0
1685,155,8,Check out this new link. Access here or on our website. http://hoytlakespl.driving-tests.org,0,0,0,1,0,1,1
1686,155,7,Final program for Summer Reading! Pint Size Polka at 3:30 Free cotton candy and popcorn! Final prize drawings.,0,0,0,0,0,0,0
1687,155,7,"Enter a world of magic and imagination with Indian-born actor and storyteller Zaraawar Mistry and vocalist and instrumentalist Greg Herriges. Zaraawar tells a mix of classic myths, historical stories and animal fables from India with Herriges joining him with traditional music on guitar and bouzouki, a Greek lute. Monday, July 13 at 3:30",0,0,0,0,0,0,0
1688,155,7,"Thomas the Train - A Day out with Thomas at the Duluth Depot! A limited number of free event tickets for a Day out with Thomas at the Duluth Depot on July 31st, August 1-2, 7-9, 2015, are available at the library! Take a ride on Thomas the tank engine, meet the railway controller Sir Topham Hatt, have fun in Imagination Station, and much more at the Duluth Depot, the best place to see Thomas in Minnesota!",5,0,0,1,0,0,0
1689,155,7,Reminder: Karaoke for kids and teens tomorrow (Tuesday) at 3:30!,2,1,0,0,0,0,0
1690,155,7,Many talented and creative Junior Chefs at the Library today!,24,0,0,1,0,0,0
1650,154,10,Trick or Treat @ the library! Georgeane will make you do a trick!,8,0,1,0,0,0,0
1651,154,,"Come join in the fun for a great cause!!! There will be drinks, food, crafts, face painting and much more!!!",6,0,0,1,0,0,0
1652,154,10,Spooky Stories start @ 1 PM,0,0,1,0,0,0,0
1653,154,10,New to Butler Library! Watch for Special events one Saturday a month. Saturday 10/17 @ 1 PM Spooky Stories & Halloween Crafts.,4,1,1,1,0,0,0
1654,154,10,"Pop in for Bedtime Stories tonight @ 6:30 PM and The Best Book Club Ever returns @ 7:15 PM! We'll be bringing Mr. Poppers Penguins by Richard & Florence Atwater to life with interactive activities & crafts. Don't have your copy yet? We can place a copy on hold for you! It's not too late - The Best Book Club Ever is a self paced book club, suitable for all ages, read alone or with a friend, either way you'll enjoy this timeless classic from 1938, about friendship, animal conservation, and holding on to your dream.",5,0,1,1,0,0,0
1655,154,10,"Apples, Apples, Apples",4,0,0,1,0,0,0
1656,154,10,Storytime favorites @ Bedtime Stories tonight! 6:30PM Best Book Club returns Oct 15th @ 7:15pm,2,0,0,0,0,0,0
1657,154,10,Search & Learn Farm @ BIG & lil Play Group today,1,0,0,1,0,0,0
1658,154,10,"Whoo's getting ready for Bedtime Stories? Stories start @ 6:30 PM & The Best Book Club Ever, our last session with The Charlotte's Web begins @ 7:15pm! Find out what we're reading next!",9,0,1,0,0,0,0
1659,154,9,We're playing in the Giggle Garden Today! Then washing up for a special treat. BIG & lil Play Group @ 10:30am,5,0,1,1,0,0,0
1660,154,9,,3,0,0,1,0,0,0
1661,154,9,,7,2,1,1,0,0,0
1662,154,9,All Aboard! Train Tales @ 6:30pm,3,0,0,1,0,0,0
1663,154,9,Storybook Treasures tonight @ 6:30pm,2,0,0,1,0,0,0
1664,154,8,Loads of Legos @ the Library Tonight 6:30pm,11,1,1,1,0,0,0
1665,154,8,CONGRATULATIONS! To the following winners of the Super Hero Blankets ! Crystal G. Tiffany O. Jacob S. Clara T.,4,0,2,1,0,0,0
1666,154,8,Peekin' @ our pumpkins! Pop in this morning & see What's poppin' up!,4,0,1,1,0,0,0
1667,154,7,,2,0,0,1,0,0,0
1668,154,7,,2,0,0,1,0,0,0
1669,154,7,Everyday Heroes will be joining us Thursday at 6:30pm! Butler's Super Hero Firefighters will be here with one of their trucks and gear!! Come and join the fun!!!,8,0,1,1,0,0,0
1670,154,7,Library fun!!! Great job ladies!!,3,0,0,0,1,0,0
1671,154,7,"Butler Library is proud to Welcome Back, singer, storyteller, Stuart Stotts - ""Heroes in the Library"" Monday @ 7 PM! His cd's are a story time favorite, we have 2 in our collection!",4,0,1,1,0,0,0
1672,154,7,"Welcome Aboard Java Train! Thank You so much for donating extra tomato plants to our Giggle Garden! The Giggle Garden Group will grow beautiful, tasty, tomatoes to donate back to Java Train for their delicious sandwiches.",7,0,1,1,0,0,0
1673,154,7,N8 helping setup for Super Adventures Play Group,7,0,1,1,0,0,0
1674,154,7,Super Cartoonist Paul Merklein!,5,1,1,1,0,0,0
1628,153,10,"Be sure to attend the Feel Good Piscataquis! Expo on Friday, October 30 from 10:00 to 3:00. We will be having a mini book sale and a drawing for a chance to win ""At the Water's Edge"" by Sara Gruen. Fans of her previous book, ""Water for Elephants"" will enjoy her newest offering. If you do not have a library card, this is your chance to sign up for one. There also will be Halloween candy- -just because!",0,0,0,0,0,0,0
1629,153,10,"The book discussion group will be meeting on Nov. 16 at 7:00. Last month's meeting was postponed because not everyone had a chance to read the book, ""The Nightingale"" by Kristin Hannah. Therefore, the group will be discussing this book at the November meeting. Call if you would like to reserve the book and join in the discussion.",0,0,0,0,0,0,0
1630,153,10,"Do you knit, crochet, embroider, needlepoint or do other needlearts? Beginning November 4 at 11:00, you are invited to the Monson Public Library to bring your currant project(s) and show them off, work on them and sit and chat until. . .whenever. You can stay the afternoon if you choose! We are hoping that this will become a weekly event. If you are interested, but can't come on that day, let us know and we may find that another day will work better for more people.",0,0,0,0,0,0,0
